ptid;enid;name
1148;14541;PFSP 1KV 4X4/4
1148;14528;PFSP 1KV 4X50 A/16
1148;14542;PFSP 1KV 4X6/6
1148;14529;PFSP 1KV 4X95 A/35
1148;14685;PFSP 500V 12X0,75
1148;14686;PFSP 500V 20X0,75
1148;14687;PFSP 500V 28X0,75
1148;14683;PFSP 500V 4X0,75
1148;14684;PFSP 500V 8X0,75
1148;14690;PFSP 750V 12X1,5
1148;14696;PFSP 750V 12X2,5
1148;14691;PFSP 750V 19X1,5
1148;14697;PFSP 750V 19X2,5
1148;14692;PFSP 750V 27X1,5
1148;14693;PFSP 750V 37X1,5
1148;14688;PFSP 750V 5X1,5
1148;14694;PFSP 750V 5X2,5
1148;14689;PFSP 750V 7X1,5
1148;14695;PFSP 750V 7X2,5
1148;14844;PFXP 1KV 3G25 A
1148;14830;PFXP 1KV 4G10
1148;14831;PFXP 1KV 4G16
1148;14832;PFXP 1KV 4G25
1148;14838;PFXP 1KV 4G25 A
1148;14833;PFXP 1KV 4G35
1148;14834;PFXP 1KV 4G50
1148;14839;PFXP 1KV 4G50 A
1148;14835;PFXP 1KV 4G70
1148;14840;PFXP 1KV 4G95 A
1148;14836;PFXP 1KV 5G10
1148;14837;PFXP 1KV 5G16
1148;14841;PFXP 1KV 5G25 A
1148;14842;PFXP 1KV 5G50 A
1148;14843;PFXP 1KV 5G95 A
1148;14821;PFXP 500V 3G1,5  SN
1148;14827;PFXP 500V 3G1,5 B2 70
1148;14822;PFXP 500V 3G2,5  SN
1148;14828;PFXP 500V 3G2,5 B2 50
1148;14823;PFXP 500V 4G1,5  SN
1148;14829;PFXP 500V 4G1,5 B2 50
1148;14824;PFXP 500V 4G2,5  SN
1148;14825;PFXP 500V 5G1,5  SN
1148;14826;PFXP 500V 5G2,5  SN
1148;14860;PN 750V 10 BLÅ
1148;14862;PN 750V 10 BRUN
1148;14861;PN 750V 10 G/G
1148;14859;PN 750V 10 HVIT
1148;14858;PN 750V 10 SORT
1148;14865;PN 750V 16 BLÅ
1148;14867;PN 750V 16 BRUN
1148;14866;PN 750V 16 G/G
1148;14874;PN 750V 16 G/G
1148;14864;PN 750V 16 GUL/RØD
1148;14873;PN 750V 16 GUL/RØD
1148;14863;PN 750V 16 SORT
1148;14872;PN 750V 16 SORT
1148;14869;PN 750V 25 G/G
1148;14877;PN 750V 25 G/G
1148;14876;PN 750V 25 GUL/RØD
1148;14868;PN 750V 25 SORT
1148;14875;PN 750V 25 SORT
1148;14871;PN 750V 35 G/G
1148;14879;PN 750V 35 G/G
1148;14870;PN 750V 35 SORT
1148;14878;PN 750V 35 SORT
1148;14882;PN 750V 50 G/G
1148;14881;PN 750V 50 GUL/RØD
1148;14880;PN 750V 50 SORT
1148;14845;PN 750V 6 BLÅ B1 100
1148;14847;PN 750V 6 BRUN B1 100
1148;14846;PN 750V 6 G/G B1 100
1148;14884;PN 750V 70 G/G
1148;14883;PN 750V 70 SORT
1148;14850;PN 750V JETLINE 1,5 BLÅ
1148;14852;PN 750V JETLINE 1,5 BRUN
1148;14851;PN 750V JETLINE 1,5 G/G
1148;14849;PN 750V JETLINE 1,5 GRÅ
1148;14848;PN 750V JETLINE 1,5 SORT
1148;14855;PN 750V JETLINE 2,5 BLÅ
1148;14857;PN 750V JETLINE 2,5 BRUN
1148;14856;PN 750V JETLINE 2,5 G/G
1148;14854;PN 750V JETLINE 2,5 GRÅ
1148;14853;PN 750V JETLINE 2,5 SORT
1148;14885;PN JetSet 750V 3G1,5 B2 150
1148;14886;PN JetSet 750V 3G2,5 B2 100
1148;14887;PN JetSet 750V 3G4 B2 70
1148;14888;PN JetSet 750V 4G1,5 B2 100
1148;14889;PN JetSet 750V 4G2,5 B2 80
1148;14795;PR PLUSS 500V 2X1,5/1,5
1148;14805;PR PLUSS 500V 2X1,5/1,5
1148;14815;PR PLUSS 500V 2X1,5/1,5 B2 100
1148;14796;PR PLUSS 500V 2X2,5/2,5
1148;14806;PR PLUSS 500V 2X2,5/2,5
1148;14816;PR PLUSS 500V 2X2,5/2,5 B2 75
1148;14797;PR PLUSS 500V 2X4/4
1148;14807;PR PLUSS 500V 2X4/4
1148;14798;PR PLUSS 500V 2X6/6
1148;14808;PR PLUSS 500V 2X6/6
1148;14799;PR PLUSS 500V 3X1,5/1,5
1148;14809;PR PLUSS 500V 3X1,5/1,5
1148;14817;PR PLUSS 500V 3X1,5/1,5 B2 50
1148;14800;PR PLUSS 500V 3X2,5/2,5
1148;14810;PR PLUSS 500V 3X2,5/2,5
1148;14818;PR PLUSS 500V 3X2,5/2,5 B2 50
1148;14801;PR PLUSS 500V 3X4/4
1148;14811;PR PLUSS 500V 3X4/4
1148;14802;PR PLUSS 500V 3X6/6
1148;14812;PR PLUSS 500V 3X6/6
1148;14803;PR PLUSS 500V 4X1,5/1,5
1148;14813;PR PLUSS 500V 4X1,5/1,5
1148;14804;PR PLUSS 500V 4X2,5/2,5
1148;14814;PR PLUSS 500V 4X2,5/2,5
1148;14052;PUREAX 3G1,5mm2 H07BQ-F
1148;14053;PUREAX 3G2,5mm2 H07BQ-F
1148;14060;PUREAX 4G10mm2 H07BQ-F
1148;14061;PUREAX 4G16mm2 H07BQ-F
1148;14054;PUREAX 4G2,5mm2 H07BQ-F
1148;14056;PUREAX 4G4mm2 H07BQ-F
1148;14058;PUREAX 4G6mm2 H07BQ-F
1148;14062;PUREAX 5G10mm2 H07BQ-F
1148;14063;PUREAX 5G16mm2 H07BQ-F
1148;14055;PUREAX 5G2,5mm3 H07BQ-F
1148;14057;PUREAX 5G4mm2 H07BQ-F
1148;14059;PUREAX 5G6mm2 H07BQ-F
1148;14819;PVXP 250V  2x1/1MM B2 150
1148;14820;PVXP 250V 2X1/1 MM
1148;14203;RFOU (C) 250V 12x2x0.75 S2/S6 Blue
1148;14225;RFOU (C) 250V 12x2x1.5 S2/S6 Blue
1148;14224;RFOU (C) 250V 12x2x1.5 S2/S6 Grey
1148;14215;RFOU (C) 250V 12x3x0.75 S2/S6 Blue
1148;14214;RFOU (C) 250V 12x3x0.75 S2/S6 Grey
1148;14237;RFOU (C) 250V 12x3x1.5 S2/S6 Blue
1148;14236;RFOU (C) 250V 12x3x1.5 S2/S6 Grey
1148;14205;RFOU (C) 250V 16x2x0.75 S2/S6 Blue
1148;14204;RFOU (C) 250V 16x2x0.75 S2/S6 Grey
1148;14227;RFOU (C) 250V 16x2x1.5 S2/S6 Blue
1148;14226;RFOU (C) 250V 16x2x1.5 S2/S6 Grey
1148;14217;RFOU (C) 250V 16x3x0.75 S2/S6 Blue
1148;14216;RFOU (C) 250V 16x3x0.75 S2/S6 Grey
1148;14239;RFOU (C) 250V 16x3x1.5 S2/S6 Blue
1148;14238;RFOU (C) 250V 16x3x1.5 S2/S6 Grey
1148;14207;RFOU (C) 250V 24x2x0.75 S2/S6 Blue
1148;14206;RFOU (C) 250V 24x2x0.75 S2/S6 Grey
1148;14229;RFOU (C) 250V 24x2x1.5 S2/S6 Blue
1148;14228;RFOU (C) 250V 24x2x1.5 S2/S6 Grey
1148;14219;RFOU (C) 250V 2x2x1.5 S2/S6 Blue
1148;14218;RFOU (C) 250V 2x2x1.5 S2/S6 Grey
1148;14209;RFOU (C) 250V 2x3x0.75 S2/S6 Blue
1148;14208;RFOU (C) 250V 2x3x0.75 S2/S6 Grey
1148;14231;RFOU (C) 250V 2x3x1.5 S2/S6 Blue
1148;14230;RFOU (C) 250V 2x3x1.5 S2/S6 Grey
1148;14221;RFOU (C) 250V 4x2x1.5 S2/S6 Blue
1148;14220;RFOU (C) 250V 4x2x1.5 S2/S6 Grey
1148;14211;RFOU (C) 250V 4x3x0.75 S2/S6 Blue
1148;14210;RFOU (C) 250V 4x3x0.75 S2/S6 Grey
1148;14233;RFOU (C) 250V 4x3x1.5 S2/S6 Blue
1148;14232;RFOU (C) 250V 4x3x1.5 S2/S6 Grey
1148;14223;RFOU (C) 250V 8x2x1.5 S2/S6 Blue
1148;14222;RFOU (C) 250V 8x2x1.5 S2/S6 Grey
1148;14213;RFOU (C) 250V 8x3x0.75 S2/S6 Blue
1148;14212;RFOU (C) 250V 8x3x0.75 S2/S6 Grey
1148;14235;RFOU (C) 250V 8x3x1.5 S2/S6 Blue
1148;14234;RFOU (C) 250V 8x3x1.5 S2/S6 Grey
1148;14241;RFOU (I) 250V  1x2x0.75 S1/S5 Blue
1148;14240;RFOU (I) 250V  1x2x0.75 S1/S5 Grey
1148;14255;RFOU (I) 250V  1x3x0.75 S1/S5 Blue
1148;14254;RFOU (I) 250V  1x3x0.75 S1/S5 Grey
1148;14242;RFOU (I) 250V  2x2x0.75 S1/S5 Grey
1148;14244;RFOU (I) 250V  4x2x0.75 S1/S5 Grey
1148;14249;RFOU (I) 250V 12x2x0.75 S1/S5 Blue
1148;14248;RFOU (I) 250V 12x2x0.75 S1/S5 Grey
1148;14275;RFOU (I) 250V 12x2x1.5 S1/S5 Blue
1148;14274;RFOU (I) 250V 12x2x1.5 S1/S5 Grey
1148;14263;RFOU (I) 250V 12x3x0.75 S1/S5 Blue
1148;14262;RFOU (I) 250V 12x3x0.75 S1/S5 Grey
1148;14289;RFOU (I) 250V 12x3x1.5 S1/S5 Blue
1148;14288;RFOU (I) 250V 12x3x1.5 S1/S5 Grey
1148;14251;RFOU (I) 250V 16x2x0.75 S1/S5 Blue
1148;14250;RFOU (I) 250V 16x2x0.75 S1/S5 Grey
1148;14277;RFOU (I) 250V 16x2x1.5 S1/S5 Blue
1148;14276;RFOU (I) 250V 16x2x1.5 S1/S5 Grey
1148;14265;RFOU (I) 250V 16x3x0.75 S1/S5 Blue
1148;14264;RFOU (I) 250V 16x3x0.75 S1/S5 Grey
1148;14291;RFOU (I) 250V 16x3x1.5 S1/S5 Blue
1148;14290;RFOU (I) 250V 16x3x1.5 S1/S5 Grey
1148;14267;RFOU (I) 250V 1x2x1.5 S1/S5 Blue
1148;14266;RFOU (I) 250V 1x2x1.5 S1/S5 Grey
1148;14281;RFOU (I) 250V 1x3x1.5 S1/S5 Blue
1148;14280;RFOU (I) 250V 1x3x1.5 S1/S5 Grey
1148;14253;RFOU (I) 250V 24x2x0.75 S1/S5 Blue
1148;14252;RFOU (I) 250V 24x2x0.75 S1/S5 Grey
1148;14279;RFOU (I) 250V 24x2x1.5 S1/S5 Blue
1148;14278;RFOU (I) 250V 24x2x1.5 S1/S5 Grey
1148;14243;RFOU (I) 250V 2x2x0.75 S1/S5 Blue
1148;14269;RFOU (I) 250V 2x2x1.5 S1/S5 Blue
1148;14268;RFOU (I) 250V 2x2x1.5 S1/S5 Grey
1148;14257;RFOU (I) 250V 2x3x0.75 S1/S5 Blue
1148;14256;RFOU (I) 250V 2x3x0.75 S1/S5 Grey
1148;14283;RFOU (I) 250V 2x3x1.5 S1/S5 Blue
1148;14282;RFOU (I) 250V 2x3x1.5 S1/S5 Grey
1148;14245;RFOU (I) 250V 4x2x0.75 S1/S5 Blue
1148;14271;RFOU (I) 250V 4x2x1.5 S1/S5 Blue
1148;14270;RFOU (I) 250V 4x2x1.5 S1/S5 Grey
1148;14259;RFOU (I) 250V 4x3x0.75 S1/S5 Blue
1148;14258;RFOU (I) 250V 4x3x0.75 S1/S5 Grey
1148;14285;RFOU (I) 250V 4x3x1.5 S1/S5 Blue
1148;14284;RFOU (I) 250V 4x3x1.5 S1/S5 Grey
1148;14247;RFOU (I) 250V 8x2x0.75 S1/S5 Blue
1148;14246;RFOU (I) 250V 8x2x0.75 S1/S5 Grey
1148;14273;RFOU (I) 250V 8x2x1.5 S1/S5 Blue
1148;14272;RFOU (I) 250V 8x2x1.5 S1/S5 Grey
1148;14261;RFOU (I) 250V 8x3x0.75 S1/S5 Blue
1148;14260;RFOU (I) 250V 8x3x0.75 S1/S5 Grey
1148;14287;RFOU (I) 250V 8x3x1.5 S1/S5 Blue
1148;14286;RFOU (I) 250V 8x3x1.5 S1/S5 Grey
1148;14177;RFOU 0,6/1kV  3x25/16  P1/P8
1148;14197;RFOU 0,6/1kV 12x1,5 /10 P1/P8
1148;14189;RFOU 0,6/1kV 4x16 /16 P1/P8
1148;14165;RFOU 0.6/1kV  2x1,5 / 4  P1/P8
1148;14166;RFOU 0.6/1kV  2x2,5/4  P1/P8
1148;14171;RFOU 0.6/1kV  3x1,5/4  P1/P8
1148;14172;RFOU 0.6/1kV  3x2,5 /6  P1/P8
1148;14174;RFOU 0.6/1kV  3x6 /6  P1/P8
1148;14181;RFOU 0.6/1kV  3x95/50  P1/P8
1148;14184;RFOU 0.6/1kV  4x1,5 / 6  P1/P8
1148;14192;RFOU 0.6/1kV  4x50/25  P1/P8
1148;14195;RFOU 0.6/1kV  7x1,5/6  P1/P8
1148;14198;RFOU 0.6/1kV 12x2,5 /10 P1/P8
1148;14199;RFOU 0.6/1kV 19x1,5 /10 P1/P8
1148;14200;RFOU 0.6/1kV 19x2,5 /10 P1/P8
1148;14161;RFOU 0.6/1kV 1x150/10 P1/P8
1148;14162;RFOU 0.6/1kV 1x185/10 P1/P8
1148;14163;RFOU 0.6/1kV 1x240/16 P1/P8
1148;14164;RFOU 0.6/1kV 1x300/16 P1/P8
1148;14160;RFOU 0.6/1kV 1x95/10 P1/P8
1148;14201;RFOU 0.6/1kV 27x1,5 /10 P1/P8
1148;14202;RFOU 0.6/1kV 27x2,5 /16 P1/P8
1148;14169;RFOU 0.6/1kV 2x10/10 P1/P8
1148;14170;RFOU 0.6/1kV 2x16/16 P1/P8
1148;14167;RFOU 0.6/1kV 2x4 /6 P1/P8
1148;14168;RFOU 0.6/1kV 2x6/6 P1/P8
1148;14175;RFOU 0.6/1kV 3x10 /10 P1/P8
1148;14182;RFOU 0.6/1kV 3x120/60 P1/P8
1148;14183;RFOU 0.6/1kV 3x150/60  P1/P8
1148;14176;RFOU 0.6/1kV 3x16/16 P1/P8
1148;14178;RFOU 0.6/1kV 3x35/ 16 P1/P8
1148;14173;RFOU 0.6/1kV 3x4 / 6 P1/P8
1148;14179;RFOU 0.6/1kV 3x50/25 P1/P8
1148;14180;RFOU 0.6/1kV 3x70/35 P1/P8
1148;14188;RFOU 0.6/1kV 4x10 / 10 P1/P8
1148;14185;RFOU 0.6/1kV 4x2,5 /6 P1/P8
1148;14190;RFOU 0.6/1kV 4x25 / 16 P1/P8
1148;14191;RFOU 0.6/1kV 4x35 / 16 P1/P8
1148;14186;RFOU 0.6/1kV 4x4 / 6 P1/P8
1148;14187;RFOU 0.6/1kV 4x6 /6 P1/P8
1148;14193;RFOU 0.6/1kV 4x70 /35 P1/P8
1148;14194;RFOU 0.6/1kV 4x95 /50 P1/P8
1148;14196;RFOU 0.6/1kV 7x2,5/6 P1/P8
1148;14437;RG11 Koaks 75 Ohm 500m
1148;14439;RG213 U Koaks 50 Ohm 100m
1148;14438;RG213 U Koaks 50 Ohm 500m
1148;14435;RG58 C/U Koaks 50 Ohm 100m
1148;14436;RG58 C/U Koaks 50 Ohm 500m
1148;14434;RG59 B/U Koaks 75 Ohm 100m Hv.
1148;14433;RG59 B/U Koaks 75 Ohm 500m
1148;14432;RG59 B/U Koaks 75 Ohm B2 130
1148;14440;RG59+RK 2x0,75 Videokoaks 100m
1148;14441;RG59+RK 2x0,75 Videokoaks 500m
1148;14893;RK 500V 0,75 BLÅ
1148;14897;RK 500V 0,75 BRUN
1148;14895;RK 500V 0,75 G/G
1148;14896;RK 500V 0,75 GRÅ
1148;14891;RK 500V 0,75 HVIT
1148;14894;RK 500V 0,75 ORANGE
1148;14892;RK 500V 0,75 RØD
1148;14890;RK 500V 0,75 SORT
1148;14901;RK 750V 1,5 BLÅ
1148;14904;RK 750V 1,5 BRUN
1148;14902;RK 750V 1,5 G/G
1148;14903;RK 750V 1,5 GRÅ
1148;14899;RK 750V 1,5 HVIT
1148;14900;RK 750V 1,5 RØD
1148;14898;RK 750V 1,5 SORT
1148;14924;RK 750V 10 BLÅ
1148;14926;RK 750V 10 BRUN
1148;14925;RK 750V 10 G/G
1148;14923;RK 750V 10 HVIT
1148;14922;RK 750V 10 SORT
1148;14929;RK 750V 16 BLÅ
1148;14931;RK 750V 16 BRUN
1148;14930;RK 750V 16 G/G
1148;14932;RK 750V 16 G/G
1148;14928;RK 750V 16 HVIT
1148;14927;RK 750V 16 SORT
1148;14908;RK 750V 2,5 BLÅ
1148;14911;RK 750V 2,5 BRUN
1148;14909;RK 750V 2,5 G/G
1148;14910;RK 750V 2,5 GRÅ
1148;14906;RK 750V 2,5 HVIT
1148;14907;RK 750V 2,5 RØD
1148;14905;RK 750V 2,5 SORT
1148;14934;RK 750V 25 G/G
1148;14933;RK 750V 25 SORT
1148;14936;RK 750V 35 G/G
1148;14935;RK 750V 35 SORT
1148;14914;RK 750V 4 BLÅ
1148;14916;RK 750V 4 BRUN
1148;14915;RK 750V 4 G/G
1148;14913;RK 750V 4 HVIT
1148;14912;RK 750V 4 SORT
1148;14938;RK 750V 50 G/G
1148;14937;RK 750V 50 SORT
1148;14919;RK 750V 6 BLÅ
1148;14921;RK 750V 6 BRUN
1148;14920;RK 750V 6 G/G
1148;14918;RK 750V 6 HVIT
1148;14917;RK 750V 6 SORT
1148;14939;RK 750V 70 G/G
1148;14787;TFSP 1KV 3X150 A/50
1148;14788;TFSP 1KV 3X240 A/70
1148;14786;TFSP 1KV 3X95 A/35
1148;14792;TFSP 1KV 4G150 A/50
1148;14793;TFSP 1KV 4G240A/70
1148;14789;TFSP 1KV 4G25A/10
1148;14790;TFSP 1KV 4G50A/16
1148;14791;TFSP 1KV 4G95 A/35
1148;14777;TFXP 1KV 4G150 A
1148;14778;TFXP 1KV 4G240 A
1148;14774;TFXP 1KV 4G25 A
1148;14775;TFXP 1KV 4G50 A
1148;14776;TFXP 1KV 4G95 A
1148;14782;TFXP-O 1kV 4G150A OPTO 8-tall
1148;14783;TFXP-O 1kV 4G240A OPTO 8-tall
1148;14784;TFXP-O 1kV 4G25A OPTO
1148;14779;TFXP-O 1kV 4G25A OPTO 8-tall
1148;14785;TFXP-O 1kV 4G50A OPTO
1148;14780;TFXP-O 1kV 4G50A OPTO 8-tall
1148;14781;TFXP-O 1kV 4G95A OPTO 8-tall
1148;14699;TSLF 12KV 1X150 A/25
1148;14700;TSLF 12KV 1X240 A/35
1148;14701;TSLF 12KV 1X400 A/35
1148;14698;TSLF 12KV 1X50 A/16
1148;14702;TSLF 12KV 1X630 A/35
1148;14707;TSLF 12KV 3X1X150 A
1148;14708;TSLF 12KV 3X1X240 A
1148;14706;TSLF 12KV 3X1X50 A
1148;14704;TSLF 12KV TRIPPEL 1X150 A/25
1148;14705;TSLF 12KV TRIPPEL 1X240 A/35
1148;14703;TSLF 12KV TRIPPEL 1X50 A/16
1148;14724;TSLF 24KV 1X 50 A/16
1148;14725;TSLF 24KV 1X 95 A/25
1148;14726;TSLF 24KV 1X150 A/25
1148;14727;TSLF 24KV 1X240 A/35
1148;14728;TSLF 24KV 1X400 A/35
1148;14729;TSLF 24KV 1X630 A/50
1148;14735;TSLF 24KV 3X1X 50 A
1148;14736;TSLF 24KV 3X1X 95 A
1148;14737;TSLF 24KV 3X1X150 A
1148;14738;TSLF 24KV 3X1X240 A
1148;14730;TSLF 24KV TRIPPEL 1X 50 A/16
1148;14731;TSLF 24KV TRIPPEL 1X 95 A/25
1148;14732;TSLF 24KV TRIPPEL 1X150 A/25
1148;14733;TSLF 24KV TRIPPEL 1X240 A/35
1148;14734;TSLF 24KV TRIPPEL 1X400 A/35
1148;14713;TSLF-J 12 kV 3x1x150 A KGF25
1148;14716;TSLF-J 12 kV 3x1x150 A KGF50
1148;14714;TSLF-J 12 kV 3x1x240 A KGF25
1148;14717;TSLF-J 12 kV 3x1x240 A KGF50
1148;14712;TSLF-J 12 kV 3x1x50 A KGF25
1148;14715;TSLF-J 12 kV 3x1x50 A KGF50
1148;14753;TSLF-J 24 kV 3x1x150 A KGF25
1148;14757;TSLF-J 24 kV 3x1x150 A KGF50
1148;14754;TSLF-J 24 kV 3x1x240 A KGF25
1148;14758;TSLF-J 24 kV 3x1x240 A KGF50
1148;14751;TSLF-J 24 kV 3x1x50 A KGF25
1148;14755;TSLF-J 24 kV 3x1x50 A KGF50
1148;14752;TSLF-J 24 kV 3x1x95 A KGF25
1148;14756;TSLF-J 24 kV 3x1x95 A KGF50
1148;14709;TSLF-O 12KV 3X1X 50 A
1148;14710;TSLF-O 12KV 3X1X150 A
1148;14711;TSLF-O 12KV 3X1X240 A
1148;14739;TSLF-O 24KV 3X1X 50 A
1148;14740;TSLF-O 24KV 3X1X 95 A
1148;14741;TSLF-O 24KV 3X1X150 A
1148;14742;TSLF-O 24KV 3X1X240 A
1148;14719;TSLF-OJ 12kV 3x1x150A m/KGF25
1148;14722;TSLF-OJ 12kV 3x1x150A m/KGF50
1148;14720;TSLF-OJ 12kV 3x1x240A m/KGF25
1148;14723;TSLF-OJ 12kV 3x1x240A m/KGF50
1148;14718;TSLF-OJ 12kV 3x1x50A m/KGF25
1148;14721;TSLF-OJ 12kV 3x1x50A m/KGF50
1148;14743;TSLF-OJ 24 kV 3x1x 50A KGF25
1148;14747;TSLF-OJ 24 kV 3x1x 50A KGF50
1148;14744;TSLF-OJ 24 kV 3x1x 95A KGF25
1148;14748;TSLF-OJ 24 kV 3x1x 95A KGF50
1148;14745;TSLF-OJ 24 kV 3x1x150A KGF25
1148;14749;TSLF-OJ 24 kV 3x1x150A KGF50
1148;14746;TSLF-OJ 24 kV 3x1x240A KGF25
1148;14750;TSLF-OJ 24 kV 3x1x240A KGF50
1148;14759;TXSP 24KV 1X25 CU/16
1148;14763;TXXP 1KV 1X 95 A
1148;14769;TXXP 1KV 1X 95 CU
1148;14764;TXXP 1KV 1X150 A
1148;14770;TXXP 1KV 1X150 CU
1148;14765;TXXP 1KV 1X240 A
1148;14771;TXXP 1KV 1X240 CU
1148;14766;TXXP 1KV 1X300 A
1148;14772;TXXP 1KV 1X300 CU
1148;14767;TXXP 1KV 1X400 A
1148;14773;TXXP 1KV 1X400 CU
1148;14768;TXXP 1KV 1X630 A
1148;3027;Kabel, uspesifisert
1148;3028;Kabel, uisolert
1148;3029;Kabel, isolert
1148;3030;Kabelbunt
8062;10456;Statens vegvesen
8062;15951;Fylkeskommune
8062;10534;Kommune
8062;10612;Privat
8008;10274;Stat
8008;10736;Fylkeskommune
8008;10338;Kommune
8008;10402;Privat
9754;14031;Stål, galvanisert
9754;14032;Stål, syrefast
9754;14033;Glassfiber
9754;14034;Aluminium
9754;15867;Plast
9755;14035;I datahimling
9755;14036;I tak
9755;14037;På vegg
9755;14038;Under datagulv
9755;16001;På gulv
9755;16002;På bakken
1191;14029;Bru
1191;13035;Stige
1191;14030;Renne
8076;10470;Statens vegvesen
8076;10548;Kommune
8076;10626;Privat
9576;13794;Løsmasse
9576;13795;Berg
9576;13796;Kombinert løsmasse og berg
9576;13797;Sprengt stein
8838;11784;Rørledning til resipient
8838;11785;Avløp til offentlig system
1269;2936;Drenering
1269;2937;Inspeksjonskum
1269;2939;Inntak/utløp stikkrenne
1269;2938;Spillvannskum
1269;2940;Fallkum
1269;2943;Vannkum
1269;2942;Pumpekum
4594;5531;Ja
4594;5532;Nei
5816;8211;Stat
5816;10703;Fylkeskommune
5816;8237;Kommune
5816;8263;Privat
2294;4176;Ja
2294;4177;Nei
10227;16738;Ja
10227;16706;Ja, plast
10227;16705;Ja, betong
10227;16707;Ja, metall, stål
10227;16708;Ja, tre
10227;16739;Nei
2290;4148;Tett lokk, betong
2290;5341;Betonglokk m liten rist
2290;4149;Tett lokk, støpjern
2290;4151;Kuppelrist, flat
2290;4152;Kuppelrist, lav
2290;4153;Kuppelrist, høy
2290;4158;Slukrist, i gateplan
2290;4155;Slukrist, vertikal
2290;12867;Skrårist
2290;4156;Støpjernslokk m halv rist
2290;5542;Støpjernslokk m hel rist
2290;4157;Åpen
2290;5541;Tett lokk, tre
1411;2211;Betong
1411;2272;Plast
1411;2255;Naturstein
1411;2377;Teglstein, murstein
1411;5540;Betongstein
2121;3888;< 1år
2121;3872;1-2 år
2121;3875;> 2år
10228;16709;I grøft
10228;16710;I vegbane
10228;16711;På vegskulder
10228;16712;I g/s-veg
10228;16713;I trafikkdeler
1946;3052;Stige
1946;3053;Innstøpte trinn
1141;2944;Standard kum
1141;4144;Hjelpesluk
1141;4146;Standard kum m sandfang
1141;5742;Firkantkum
1141;4145;Gategutt
1141;2945;Spesialkum
1141;2946;Spesialkum, prefabrikkert
1141;2947;Spesialkum plasstøpt
1141;2948;Spesialkum, murt
1141;2949;Spesialkum, infiltreringskum
1141;5474;Kum sprengt i fjell
5804;8199;Statens vegvesen
5804;8225;Kommune
5804;8251;Privat
1138;2287;Løsmasse
1138;2326;Berg
1138;3284;Kombinert løsmasse og berg
1138;13793;Sprengt stein
9760;15884;Ja
9760;15885;Nei
1268;5450;Drensgrøft, dyp
1268;5451;Drensgrøft, grunn
1268;2924;Pukkstreng
1268;11581;Avløpsgrøft
1268;17232;Filter-/rensegrøft
1831;3523;Ja
1831;3561;Nei
1267;2886;Vann
1267;2890;Vann, drenering
1267;2889;Vann, overvann
1267;2888;Vann, stikkledning
1267;2887;Vann, hovedledning
1267;4863;Vann, pumpeledning
1267;2891;Vann, spillvann
1267;2892;Vann, avløp, felles
1267;2893;Fjernvarme
1267;2894;Fjernkjøling
1267;2895;Gassledning
1267;2896;Oljeledning
1267;2897;Ventilasjon
1267;2899;Kulvert
5821;8216;Stat
5821;10708;Fylkeskommune
5821;8242;Kommune
5821;8268;Privat
1922;3530;Ja
1922;3568;Nei
1410;2210;Betong
1410;2233;Metall, stål, galvanisert
1410;2238;Metall, stål
1410;2245;Metall, stål, korrugert
1410;2271;Plast
1410;2276;Plast, npf8001
1410;2277;Plast, abs-rør
1410;2278;Plast, pvc-rør
1410;2280;Plast, pp
1410;2281;Plast, pe
1410;2282;Plast, pel
1410;2375;Glassfiber
1410;2256;Naturstein/fjell, murstein
1410;2376;Teglstein, murstein
1927;2921;Epoxy
1927;2922;Delvis utskifting
1927;3958;Oppblåsbar indre plaststrømpe
1924;2909;Helstøpt
1924;2910;Sveist
1924;2911;Muffe med pakning
1924;2912;Muffe uten pakning
1924;2913;Fals
1924;2914;Flens
1924;2915;Butt i butt
1924;3942;Krympeplast
1677;2528;Sirkulært
1677;2533;Firkanta
1677;16702;Ellipse
5806;8201;Statens vegvesen
5806;8227;Kommune
5806;8253;Privat
6981;9114;Vann
6981;9115;Landbruk
6981;15880;Voll, vanngjennomløp
6981;9116;Biologisk mangfold
7996;10262;Stat
7996;10724;Fylkeskommune
7996;10326;Kommune
7996;10390;Privat
6982;9117;Bunnplate
6982;9118;Sålefundament
6982;9119;Fjellfot
6982;9120;Grus
6982;9121;Pukk
6982;9122;Leire
6982;9123;Stedlige masser
10223;16700;Ja
10223;16701;Nei
1923;3531;Ja
1923;3569;Nei
6983;9125;Betong
6983;9126;Stål
6983;9127;Plast
6983;9128;Naturstein
6983;9124;Tre
6983;9129;Eternitt
6985;9135;Prefabrikkert
6985;9137;Plassprodusert
2049;3732;1
2049;3741;2
2049;3748;3
2049;3018;4
2049;3779;5
2049;3782;6
2049;3933;7
2049;3934;8
2049;3935;9
2049;3936;10
2049;3937;11
2049;3938;12
4562;5470;Masser, innløp
4562;5471;Masser, utløp
4562;5472;Vegetasjonstetting, innløp
4562;5473;Vegetasjonstetting, utløp
1941;3533;Ja
1941;3571;Nei
6984;9130;Sirkulær
6984;9131;Rektangulær
6984;9132;Flatbunnet med hvelv
6984;9133;Ellipseform
1939;2925;Kum over stikkrenne
1939;11744;Åpent i grøft
1939;16699;Åpent med frontmur
1939;16761;Åpent i grøft med støtteskjold
1940;2927;Kum
1940;2928;I skråning/terreng
1940;2929;I bekk/elv
